1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505047.455510 yylex_token: end at WS
1776505047.455511 yylex_token: bind
1776505047.455513 yylex_token: end at WS
1776505047.455515 yylex_token: -Tcopy-mode
1776505047.455516 yylex_token: end at WS
1776505047.455517 yylex_token: M-1
1776505047.455519 yylex_token: end at WS
1776505047.455520 yylex_token: command-prompt
1776505047.455522 yylex_token: end at WS
1776505047.455524 yylex_token: -Np(repeat)
1776505047.455525 yylex_token: end at WS
1776505047.455526 yylex_token: -I1
1776505047.455528 yylex_token: end at WS
1776505047.455529 yylex_token: send
1776505047.455530 yylex_token: end at WS
1776505047.455531 yylex_token: -N
1776505047.455533 yylex_token: end at WS
1776505047.455534 yylex_token: %%
1776505047.455536 cmd_parse_build_commands 0:0: bind
1776505047.455538 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.455539 cmd_parse_build_commands 0:2: M-1
1776505047.455541 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.455543 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.455544 cmd_parse_build_commands 0:3 0:2: -I1
1776505047.455546 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.455548 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.455549 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.455551 cmd_parse_build_commands 0:0: command-prompt
1776505047.455553 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.455554 cmd_parse_build_commands 0:2: -I1
1776505047.455556 cmd_parse_build_commands 0:3 0:0: send
1776505047.455557 cmd_parse_build_commands 0:3 0:1: -N
1776505047.455559 cmd_parse_build_commands 0:3 0:2: %%
1776505047.455561 cmd_parse_build_commands 0:0: send
1776505047.455562 cmd_parse_build_commands 0:1: -N
1776505047.455564 cmd_parse_build_commands 0:2: %%
1776505047.455566 args_parse_flags: next -N
1776505047.455568 args_parse_flag_argument: -N = %%
1776505047.455569 args_parse: flags end at 3 of 3
1776505047.455572 cmd_parse_build_commands: send-keys -N "%%"
1776505047.455574 args_parse_flags: next -Np(repeat)
1776505047.455575 args_parse_flags: -N
1776505047.455577 args_parse_flag_argument: -p = (repeat)
1776505047.455579 args_parse_flags: next -I1
1776505047.455580 args_parse_flag_argument: -I = 1
1776505047.455582 args_parse: flags end at 3 of 4
1776505047.455584 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1776505047.455590 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1776505047.455591 args_parse_flags: next -Tcopy-mode
1776505047.455593 args_parse_flag_argument: -T = copy-mode
1776505047.455594 args_parse_flags: next M-1
1776505047.455596 args_parse: flags end at 2 of 4
1776505047.455597 args_parse: 2 = M-1 (type STRING)
1776505047.455604 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1776505047.455611 cmd_parse_build_commands: bind-key -T copy-mode M-1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1776505047.455613 cmdq_get_command: [bind-key/0x5ff2b0637300] group 1684
1776505047.455615 cmdq_append <global>: [bind-key/0x5ff2b0637300]
1776505047.455619 yylex_token: end at WS
1776505047.455621 yylex_token: bind
1776505047.455622 yylex_token: end at WS
1776505047.455624 yylex_token: -Tcopy-mode
1776505047.455625 yylex_token: end at WS
1776505047.455627 yylex_token: M-2
1776505047.455628 yylex_token: end at WS
1776505047.455630 yylex_token: command-prompt
1776505047.455631 yylex_token: end at WS
1776505047.455632 yylex_token: -Np(repeat)
1776505047.455634 yylex_token: end at WS
1776505047.455635 yylex_token: -I2
1776505047.455636 yylex_token: end at WS
1776505047.455638 yylex_token: send
1776505047.455639 yylex_token: end at WS
1776505047.455640 yylex_token: -N
1776505047.455642 yylex_token: end at WS
1776505047.455643 yylex_token: %%
1776505047.455645 cmd_parse_build_commands 0:0: bind
1776505047.455647 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.455648 cmd_parse_build_commands 0:2: M-2
1776505047.455650 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.455652 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.455653 cmd_parse_build_commands 0:3 0:2: -I2
1776505047.455655 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.455656 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.455658 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.455660 cmd_parse_build_commands 0:0: command-prompt
1776505047.455662 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.455663 cmd_parse_build_commands 0:2: -I2
1776505047.455665 cmd_parse_build_commands 0:3 0:0: send
1776505047.455666 cmd_parse_build_commands 0:3 0:1: -N
1776505047.455668 cmd_parse_build_commands 0:3 0:2: %%
1776505047.455670 cmd_parse_build_commands 0:0: send
1776505047.455672 cmd_parse_build_commands 0:1: -N
1776505047.455673 cmd_parse_build_commands 0:2: %%
1776505047.455676 args_parse_flags: next -N
1776505047.455678 args_parse_flag_argument: -N = %%
1776505047.455679 args_parse: flags end at 3 of 3
1776505047.455682 cmd_parse_build_commands: send-keys -N "%%"
1776505047.455684 args_parse_flags: next -Np(repeat)
1776505047.455685 args_parse_flags: -N
1776505047.455687 args_parse_flag_argument: -p = (repeat)
1776505047.455688 args_parse_flags: next -I2
1776505047.455690 args_parse_flag_argument: -I = 2
1776505047.455691 args_parse: flags end at 3 of 4
1776505047.455693 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1776505047.455698 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1776505047.455700 args_parse_flags: next -Tcopy-mode
1776505047.455701 args_parse_flag_argument: -T = copy-mode
1776505047.455702 args_parse_flags: next M-2
1776505047.455704 args_parse: flags end at 2 of 4
1776505047.455705 args_parse: 2 = M-2 (type STRING)
1776505047.455709 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1776505047.455715 cmd_parse_build_commands: bind-key -T copy-mode M-2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1776505047.455718 cmdq_get_command: [bind-key/0x5ff2b0637b30] group 1696
1776505047.455720 cmdq_append <global>: [bind-key/0x5ff2b0637b30]
1776505047.455723 yylex_token: end at WS
1776505047.455724 yylex_token: bind
1776505047.455726 yylex_token: end at WS
1776505047.455727 yylex_token: -Tcopy-mode
1776505047.455729 yylex_token: end at WS
1776505047.455730 yylex_token: M-3
1776505047.455732 yylex_token: end at WS
1776505047.455733 yylex_token: command-prompt
1776505047.455735 yylex_token: end at WS
1776505047.455736 yylex_token: -Np(repeat)
1776505047.455737 yylex_token: end at WS
1776505047.455738 yylex_token: -I3
1776505047.455740 yylex_token: end at WS
1776505047.455741 yylex_token: send
1776505047.455742 yylex_token: end at WS
1776505047.455744 yylex_token: -N
1776505047.455749 yylex_token: end at WS
1776505047.455751 yylex_token: %%
1776505047.455753 cmd_parse_build_commands 0:0: bind
1776505047.455754 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.455756 cmd_parse_build_commands 0:2: M-3
1776505047.455758 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.455759 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.455761 cmd_parse_build_commands 0:3 0:2: -I3
1776505047.455762 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.455764 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.455765 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.455767 cmd_parse_build_commands 0:0: command-prompt
1776505047.455769 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.455770 cmd_parse_build_commands 0:2: -I3
1776505047.455772 cmd_parse_build_commands 0:3 0:0: send
1776505047.455773 cmd_parse_build_commands 0:3 0:1: -N
1776505047.455775 cmd_parse_build_commands 0:3 0:2: %%
1776505047.455777 cmd_parse_build_commands 0:0: send
1776505047.455778 cmd_parse_build_commands 0:1: -N
1776505047.455780 cmd_parse_build_commands 0:2: %%
1776505047.455783 args_parse_flags: next -N
1776505047.455785 args_parse_flag_argument: -N = %%
1776505047.455786 args_parse: flags end at 3 of 3
1776505047.455789 cmd_parse_build_commands: send-keys -N "%%"
1776505047.455791 args_parse_flags: next -Np(repeat)
1776505047.455792 args_parse_flags: -N
1776505047.455794 args_parse_flag_argument: -p = (repeat)
1776505047.455795 args_parse_flags: next -I3
1776505047.455797 args_parse_flag_argument: -I = 3
1776505047.455798 args_parse: flags end at 3 of 4
1776505047.455801 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1776505047.455805 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1776505047.455806 args_parse_flags: next -Tcopy-mode
1776505047.455808 args_parse_flag_argument: -T = copy-mode
1776505047.455809 args_parse_flags: next M-3
1776505047.455810 args_parse: flags end at 2 of 4
1776505047.455812 args_parse: 2 = M-3 (type STRING)
1776505047.455816 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1776505047.455822 cmd_parse_build_commands: bind-key -T copy-mode M-3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1776505047.455825 cmdq_get_command: [bind-key/0x5ff2b0638200] group 1708
1776505047.455827 cmdq_append <global>: [bind-key/0x5ff2b0638200]
1776505047.455830 yylex_token: end at WS
1776505047.455831 yylex_token: bind
1776505047.455833 yylex_token: end at WS
1776505047.455834 yylex_token: -Tcopy-mode
1776505047.455836 yylex_token: end at WS
1776505047.455837 yylex_token: M-4
1776505047.455838 yylex_token: end at WS
1776505047.455840 yylex_token: command-prompt
1776505047.455841 yylex_token: end at WS
1776505047.455843 yylex_token: -Np(repeat)
1776505047.455844 yylex_token: end at WS
1776505047.455845 yylex_token: -I4
1776505047.455847 yylex_token: end at WS
1776505047.455848 yylex_token: send
1776505047.455849 yylex_token: end at WS
1776505047.455850 yylex_token: -N
1776505047.455852 yylex_token: end at WS
1776505047.455853 yylex_token: %%
1776505047.455855 cmd_parse_build_commands 0:0: bind
1776505047.455857 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.455858 cmd_parse_build_commands 0:2: M-4
1776505047.455860 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.455862 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.455863 cmd_parse_build_commands 0:3 0:2: -I4
1776505047.455865 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.455866 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.455868 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.455870 cmd_parse_build_commands 0:0: command-prompt
1776505047.455871 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.455873 cmd_parse_build_commands 0:2: -I4
1776505047.455875 cmd_parse_build_commands 0:3 0:0: send
1776505047.455876 cmd_parse_build_commands 0:3 0:1: -N
1776505047.455877 cmd_parse_build_commands 0:3 0:2: %%
1776505047.455879 cmd_parse_build_commands 0:0: send
1776505047.455881 cmd_parse_build_commands 0:1: -N
1776505047.455884 cmd_parse_build_commands 0:2: %%
1776505047.455887 args_parse_flags: next -N
1776505047.455888 args_parse_flag_argument: -N = %%
1776505047.455890 args_parse: flags end at 3 of 3
1776505047.455893 cmd_parse_build_commands: send-keys -N "%%"
1776505047.455895 args_parse_flags: next -Np(repeat)
1776505047.455896 args_parse_flags: -N
1776505047.455898 args_parse_flag_argument: -p = (repeat)
1776505047.455899 args_parse_flags: next -I4
1776505047.455900 args_parse_flag_argument: -I = 4
1776505047.455902 args_parse: flags end at 3 of 4
1776505047.455904 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1776505047.455908 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1776505047.455910 args_parse_flags: next -Tcopy-mode
1776505047.455911 args_parse_flag_argument: -T = copy-mode
1776505047.455913 args_parse_flags: next M-4
1776505047.455914 args_parse: flags end at 2 of 4
1776505047.455915 args_parse: 2 = M-4 (type STRING)
1776505047.455920 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1776505047.455926 cmd_parse_build_commands: bind-key -T copy-mode M-4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1776505047.455928 cmdq_get_command: [bind-key/0x5ff2b0638a20] group 1720
1776505047.455930 cmdq_append <global>: [bind-key/0x5ff2b0638a20]
1776505047.455934 yylex_token: end at WS
1776505047.455936 yylex_token: bind
1776505047.455937 yylex_token: end at WS
1776505047.455939 yylex_token: -Tcopy-mode
1776505047.455940 yylex_token: end at WS
1776505047.455941 yylex_token: M-5
1776505047.455943 yylex_token: end at WS
1776505047.455944 yylex_token: command-prompt
1776505047.455946 yylex_token: end at WS
1776505047.455947 yylex_token: -Np(repeat)
1776505047.455949 yylex_token: end at WS
1776505047.455950 yylex_token: -I5
1776505047.455951 yylex_token: end at WS
1776505047.455953 yylex_token: send
1776505047.456027 yylex_token: end at WS
1776505047.456032 yylex_token: -N
1776505047.456068 yylex_token: end at WS
1776505047.456077 yylex_token: %%
1776505047.456083 cmd_parse_build_commands 0:0: bind
1776505047.456085 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.456087 cmd_parse_build_commands 0:2: M-5
1776505047.456089 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.456091 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.456093 cmd_parse_build_commands 0:3 0:2: -I5
1776505047.456094 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.456096 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.456097 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.456101 cmd_parse_build_commands 0:0: command-prompt
1776505047.456103 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.456105 cmd_parse_build_commands 0:2: -I5
1776505047.456106 cmd_parse_build_commands 0:3 0:0: send
1776505047.456108 cmd_parse_build_commands 0:3 0:1: -N
1776505047.456109 cmd_parse_build_commands 0:3 0:2: %%
1776505047.456112 cmd_parse_build_commands 0:0: send
1776505047.456113 cmd_parse_build_commands 0:1: -N
1776505047.456114 cmd_parse_build_commands 0:2: %%
1776505047.456118 args_parse_flags: next -N
1776505047.456120 args_parse_flag_argument: -N = %%
1776505047.456122 args_parse: flags end at 3 of 3
1776505047.456128 cmd_parse_build_commands: send-keys -N "%%"
1776505047.456130 args_parse_flags: next -Np(repeat)
1776505047.456132 args_parse_flags: -N
1776505047.456134 args_parse_flag_argument: -p = (repeat)
1776505047.456135 args_parse_flags: next -I5
1776505047.456137 args_parse_flag_argument: -I = 5
1776505047.456139 args_parse: flags end at 3 of 4
1776505047.456141 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1776505047.456148 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1776505047.456149 args_parse_flags: next -Tcopy-mode
1776505047.456151 args_parse_flag_argument: -T = copy-mode
1776505047.456152 args_parse_flags: next M-5
1776505047.456154 args_parse: flags end at 2 of 4
1776505047.456155 args_parse: 2 = M-5 (type STRING)
1776505047.456160 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1776505047.456178 cmd_parse_build_commands: bind-key -T copy-mode M-5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1776505047.456182 cmdq_get_command: [bind-key/0x5ff2b06391a0] group 1732
1776505047.456183 cmdq_append <global>: [bind-key/0x5ff2b06391a0]
1776505047.456188 yylex_token: end at WS
1776505047.456190 yylex_token: bind
1776505047.456191 yylex_token: end at WS
1776505047.456193 yylex_token: -Tcopy-mode
1776505047.456194 yylex_token: end at WS
1776505047.456196 yylex_token: M-6
1776505047.456197 yylex_token: end at WS
1776505047.456199 yylex_token: command-prompt
1776505047.456200 yylex_token: end at WS
1776505047.456202 yylex_token: -Np(repeat)
1776505047.456203 yylex_token: end at WS
1776505047.456204 yylex_token: -I6
1776505047.456206 yylex_token: end at WS
1776505047.456207 yylex_token: send
1776505047.456208 yylex_token: end at WS
1776505047.456210 yylex_token: -N
1776505047.456211 yylex_token: end at WS
1776505047.456212 yylex_token: %%
1776505047.456215 cmd_parse_build_commands 0:0: bind
1776505047.456216 cmd_parse_build_commands 0:1: -Tcopy-mode
1776505047.456218 cmd_parse_build_commands 0:2: M-6
1776505047.456220 cmd_parse_build_commands 0:3 0:0: command-prompt
1776505047.456221 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1776505047.456223 cmd_parse_build_commands 0:3 0:2: -I6
1776505047.456225 cmd_parse_build_commands 0:3 0:3 0:0: send
1776505047.456226 cmd_parse_build_commands 0:3 0:3 0:1: -N
1776505047.456228 cmd_parse_build_commands 0:3 0:3 0:2: %%
1776505047.456230 cmd_parse_build_commands 0:0: command-prompt
1776505047.456231 cmd_parse_build_commands 0:1: -Np(repeat)
1776505047.456233 cmd_parse_build_commands 0:2: -I6
1776505047.456234 cmd_parse_build_commands 0:3 0:0: send
1776505047.456236 cmd_parse_build_commands 0:3 0:1: -N
1776505047.456237 cmd_parse_build_commands 0:3 0:2: %%
1776505047.456239 cmd_parse_build_commands 0:0: send
1776505047.456241 cmd_parse_build_commands 0:1: -N
1776505047.456242 cmd_parse_build_commands 0:2: %%
1776505047.456245 args_parse_flags: next -N
1776505047.456247 args_parse_flag_argument: -N = %%
1776505047.456248 args_parse: flags end at 3 of 3
1776505047.456552 cmd_parse_build_commands: send-keys -N "%%"
1776505047.456570 args_parse_flags: next -Np(repeat)
1776505047.456572 args_parse_flags: -N
